question_id,question_text,decomposition,split
SPIDER_train_5954,Which tourist attractions are visited at least twice? Give me their names and ids.,"return tourist attractions ;return #1 visited at least twice ;return names of #2 ;return ids of #2 ;return #3 ,  #4",train
SPIDER_train_1683,Show the theme for exhibitions with both records of an attendance below 100 and above 500.,return exhibitions ;return attendances of #1 ;return number of  #2 for each #1 ;return #1 where #3 is  below 100 ;return #1 where #3 is  above 500 ;return #1 of both #4 and #5 ;return themes for #6,train
NLVR2_train_train-3537-1-0,"If one image shows the top of a reddish-orange crab, and the other image shows the bottom of at least one crab.",return one image  ;return crab in  #1 ;return #2 that is reddish-orange ;return top of #3 ;return number of  #4 ;return if  #5 is at least one ;return other image  ;return crab in  #7 ;return bottom of #8 ;return number of  #9 ;return if  #10 is at least one ;return if  both  #6 and #11 are true,train
SPIDER_train_6496,"What are the naems of all the projects, and how many scientists were assigned to each of them?","return projects ;return naems of  #1 ;return scientists assigned to #1 ;return number of  #3 for each  #1 ;return #2 ,  #4",train
SPIDER_train_5985,Which game type has most number of games?,return game types ;return games of #1 ;return number of  #2 for each #1 ;return #1 where #3 is  highest,train
NLVR2_train_train-791-2-0,"If each image contains a single dog, and each dog pictured is facing forward with its head upright and both eyes visible.",return images ;return dogs in  #1 ;return #2 that are facing forward ;return head of #3 ;return #3 where  #4 is upright ;return eyes of #5 ;return #6 that are visible ;return number of  #7 for each  #5 ;return #5 where  #8 is equal to  two ;return number of  #9 for each  #1 ;return #1 where  #10 is equal to  one ;return number of  #11 ;return number of  #1 ;return if  #12 is equal to  #13,train
COMQA_train_cluster-3639-1,what celebrities have their birthday on may 19?,return celebrities ;return birthday of #1 ;return #1 where  #2 is may 19,train
NLVR2_train_train-7173-3-1,If three open laptops with imagery on the screens are displayed horizontally in one picture.,return laptops ;return #1 that are open ;return screens of #2 ;return #3 that has imagery on ;return #2 that has #4 ;return #5 that are displayed horizontally ;return pictures ;return number of  #6 for each  #7 ;return #7 where  #8 is equal to  three ;return number of  #9 ;return if  #10 is equal to  one,train
ATIS_train_1401,what flights from kansas city to chicago next wednesday arrive at chicago at about 7pm ,return flights ;return #1 from kansas city ;return #2 that  are next wednesday ;return #3 that  arrive at chicago ;return #4 at about 7pm,train
DROP_train_history_718_37c1ee96-c2f9-41bf-a745-e95f2e6e0ba1,"Before the Indian Massacre of 1622, how many years had it been since John Smith had been to Virginia?",return John Smith had  been  to Virginia ;return year of #1 ;return the  difference of 1622 and  #2,train
DROP_train_history_1230_68b9f68f-0bfd-49e8-9a6f-aa1b638bbf82,How many years did the Armleder Uprising go on for?,return the  Armleder Uprising ;return years of #1 ;return number of  #2,train
NLVR2_train_train-12830-3-1,If all of the humans in the right photo are wearing red jackets.,return right photo ;return humans in  #1 ;return jackets of #2 ;return #2 where  #3 is red ;return number of  #2 ;return number of  #4 ;return if  #5 is equal to  #6,train
NLVR2_train_train-12807-3-0,If one photo is a closeup of tinted lips.,return lips ;return #1 that are tinted ;return photos ;return #3 that is a  closeup of #2 ;return number of  #4 ;return if  #5 is equal to  one,train
DROP_train_nfl_2497_a248371d-8d87-4511-8b30-2a1bf157afd0,How many loses did the Rams have after this game?,return the  Rams ;return loses of #1 ;return #2 after this game ;return number of  #3,train
NLVR2_train_train-8900-3-1,If there are exactly two animals in the image on the right.,return right image ;return animals in  #1 ;return number of  #2 ;return if  #3 is equal to  two,train
SPIDER_train_4903,What is the maximum page size for everything that has more than 3 products listed?,return pages ;return products ;return the number of #2 for each page ;return #1 where #3 is  more than  3 ;return page sizes for #4 ;return the maximum of #5,train
CLEVR_train_10929,How many other objects are the same shape and color as the largest object?,return objects ;return the  size of #1 ;return #1 where #2 is  the  largest ;return the  shape of #3 ;return the  color of #3 ;return the  shape of #1 ;return #1 where #6 is  the  same as #4 ;return the  color of #7 ;return #7 where #8 is  the  same as #5,train
CLEVR_train_4180,What color is represented most in this image?,return colors ;return which  #1 is  there  most in this image,train
ATIS_train_1874,i wish to book a flight from pittsburgh to atlanta coach discount fare ,return flights ;return #1 from  pittsburgh ;return #2 to atlanta ;return #3 with  coach discount fare,train
SPIDER_train_2654,"List all information about customer master index, and sort them by details in descending order.",return customer master index ;return information about #1 ;return details of #2 ;return #2 sorted by #3 in descending order,train
DROP_train_nfl_1620_bd6e22bc-fb24-4114-abea-011254123a21,Who made the touchdown on the longest scoring play?,return touchdowns ;return how long are #1 ;return #1 where #2 is the  highest ;return who  made #3,train
SPIDER_train_3899,Find the department with the most employees.,return departments ;return employees of #1 ;return number of  #2 for each #1 ;return #1 where #3 is  the  highest,train
CLEVR_train_3246,Are all of the spheres pictured metallic?,return spheres ;return #1 that  are metallic ;return are there any  #2,train
ATIS_train_3521,baltimore to philadelphia wednesday ,return flights ;return #1 from baltimore ;return #2 to  philadelphia ;return #3 on wednesday,train
NLVR2_train_train-8981-2-1,If the left image includes a train that is reddish-orange with a yellow horizontal stripe.,return left image ;return train in  #1 ;return #2 that is reddish-orange ;return stripe of #3 ;return #4 that is horizontal ;return #5 that is yellow ;return #3 that has #6 ;return number of  #7 ;return if  #8 is at least one,train
SPIDER_train_3663,List players' first name and last name who have weight greater than 220 or height shorter than 75.,"return players ;return weight of  #1 ;return #1 where #2 is  higher than 220 ;return height of  #1 ;return #1 where #4 is  lower than 75 ;return #3 or  #5 ;return first names of  #6 ;return last names of  #6 ;return #7 ,  #8",train
CLEVR_train_950,Are there any shapes or colors on your left of the photo?,"return the  left of the photo ;return shapes of #1 ;return colors of #1 ;return number of  #2 ;return number of  #3 ;return if #4 is at least one ;return if #5 is at least one ;return #6 ,  #7",train
CWQ_train_WebQTest-1934_7fc27e583972988f5079cfae63e2992d,Where was the litigant in Michael Jackson's trial from?,return Michael Jackson ;return the  trial of #1 ;return the  litigant of #2 ;return Where was  #3 from,train
CLEVR_train_13256,How many red objects?,return red objects ;return number of  #1,train
SPIDER_train_5141,"Compute the total order quantities of the product ""photo"".",return order quantities ;return #1 of  the product photo ;return sum of  #2,train
CLEVR_train_9656,How many spheres are in the picture?,return the picture ;return the spheres in #1 ;return the number of #2,train
DROP_train_history_2157_2796c624-9a18-4380-a605-b0ec25aea661,How many in percent of families aren't below the poverty line?,return families ;return #1 that are below the  poverty line ;return percent of #2 ;return the  difference of 100 percent and  #3,train
CLEVR_train_10102,how many square objects are there?,return objects ;return #1 which  are square ;return the number of #2,train
SPIDER_train_2777,"For each party, return the name of the party and the number of delegates from that party.","return parties ;return names of #1 ;return delegates from #1 ;return number of  #3 for each #1 ;return #2 ,  #4",train
CLEVR_train_12922,is the smallestt ball the same material as the remaining shapes that are not spheres?,return shapes ;return spheres ;return size of #2 ;return #2 where #3 is lowest ;return material of #4 ;return #1 besides  #2 ;return material of  #6 ;return is #5 the  same as #7,train
DROP_train_history_1195_fb6a9bba-cfd0-46e3-8627-c83ea1c1d9cf,What years were there voyages to India?,return voyages ;return #1 to India ;return years of #2,train
NLVR2_train_train-12738-3-0,If a baby panda is resting on its mother's chest,return panda ;return #1 that is a  baby ;return #1 that is the  mother of #2 ;return chest of #3 ;return if  #2 is resting on #4,train
NLVR2_train_train-4555-3-1,If in one image there are some birds above the water.,return birds ;return water ;return #1 that are above #2 ;return if  #3 is in  one image,train
SPIDER_train_513,Which allergy has most number of students affected?,return allergies ;return students affected of #1 ;return number of  #2 for each #1 ;return #1 where #3 is  highest,train
CWQ_train_WebQTrn-1406_5151fe31eb9576f55f33dedfdd46e6d1,When did the team with Phil Jackson last win the championship?,return Phil Jackson ;return team of #1 ;return championship win of #2 ;return when  was  #3 ;return the  highest of #4,train
NLVR2_train_train-4510-3-0,If one of the big cats is running very fast and the others are eating.,return cats ;return #1 that are  big ;return #2 that are  running very fast ;return #2 that are  eating ;return number of #3 ;return if  #5 is  equal to one ;return number of #1 ;return number of #4 ;return the  difference of  #7 and #5 ;return if  #8 is  equal to #9 ;return if  both  #6 and #10 are  true,train
CLEVR_train_14301,how many little cylinders are there?,return little cylinders ;return number of  #1,train
CWQ_train_WebQTest-91_2b808815b9ee28d0a0879cb30cd478e3,"What is the name of the newspaper where there is a government section called ""Government of San Francisco""?",return Government of San Francisco ;return where is #1 ;return newspaper of #2 ;return,train
CLEVR_train_10252,How many objects have more sides than the cylinders?,return objects ;return sides of #1 ;return number of #2 for each #1 ;return cylinders ;return sides of #4 ;return number of #5 for each #4 ;return #1 where #3 is  more than  #6 ;return number of #7,train
DROP_train_history_2071_8b2d111d-f4b4-4805-ac69-e0b4107e500d,How many more people lived in Jamestown in 1901 than in 1891?,return Jamestown ;return people in   1901 of #1 ;return people in   1891 of #1 ;return number of  #2 ;return number of  #3 ;return the  difference of #4 and  #5,train
